UID,ChainName,Name,Est,Address,City,St,zip,Phone,latitude,longitude,Amenities,RecordID,Web,Booking,Comments,Pin,Rating,Reviews
170697,Campground,Pine Hollow Campground,57,Hwy Contract 1st,Palenville,NY,12463-9801,518-678-2245,42.1818,-74.0157,"17 sites, May-Oct, All ages, 532 ft elev, (C)",25792,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/25792.php
170698,Campground,Wayne County Fairgrounds Campground,127,250 W Jackson St,Palmyra,NY,14522,315-597-5372,43.060579,-77.238159,"$$$, 106 sites, summer, All ages, Tents sites: 50, 480 ft elev, 16 full hookups, electric, 40 elec-water hookups, 20/30 amp, water, toilets, showers, dump, (C)",39143,http://www.waynecountyfair.org/,,,cp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/39143.php
170699,Campground,Paradox Lake Adirondack Preserve,59,897 NYS Route 74,Paradox,NY,12858,518-532-7451,43.883211,-73.678932,"$$, 58 sites, mid May-early Sep, All ages, Tents, 30 ft max RV length, 824 ft elev, tables, grill, water, toilets, showers, dump, fish, boat launch, (C)",25793,http://www.dec.ny.gov/outdoor/24488.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=619,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25793
170700,Campground,Travel Resorts of America Bass Lake Resort,57,132 Crim Road,Parish,NY,13131,315-728-9437,43.403863,-76.045432,"$$$$$, 200 sites, All Year, All ages, 40 ft max RV length, 586 ft elev, Accepts Big Rigs, 164 full hookups, electric, 70 elec-water hookups, 20/30 amp, water, toilets, showers, dump, Clubs-CoastToCoast, laundry, cable tv, pet friendly, pool, playground, store, fish, trail, hike, (C)",25794,http://www.basslakeresort.us/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=257
170701,Campground,Watch Hill Campground - Fire Island National Seashore,57,120 Laurel St,Patchogue,NY,11772,631-597-6455,40.755255,-73.016865,"$$$, 26 sites, mid May-mid Oct, All Ages, Tents sites: 26, 0 ft elev, tables, grill, water, toilets, showers, store, res online only at least 48 hours in advance, (C)",38061,http://www.watchhillfi.com/,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=38061
170702,Campground,Pleasant Lake RV Park,57,65 Wigwam Rd,Pennelville,NY,13132,315-668-2074,43.239119,-76.222122,"$$$$, 40 sites, May 1 - Oct 11, All ages, Tents, 70 ft max RV length, 427 ft elev, Accepts Big Rigs, pull thrus, full hookups, electric, 30 amp, tables, water, toilets, showers, dump, RV Storage, internet, pet friendly, playground, fish, (C)",25795,http://www.pleasantlakecampgroundinc.com/,,,camp_rvt_pin,2,http://www.allstays.com/Campgrounds-reviews/25795.php
170703,Campground,Ausable Pines RV Park & Campground,57,3281 Lakeshore Road,Peru,NY,12972,518-561-1188,44.577752,-73.446869,"$$$, 130 sites, May-Oct, All ages, Tents, 115 ft elev, Accepts Big Rigs, full hookups, electric, 30 amp, water, toilets, showers, propane, firewood, internet, cable tv, pet friendly, pool, playground, fish, trail, hike, (C)",36261,,,,camp_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/36261.php
170704,Campground,Ausable Point Adirondack Preserve,59,3346 Lake Shore Rd,Peru,NY,12972,518-561-7080,44.569996,-73.424015,"$$$, 123 sites, mid May-Oct, All ages, Tents, 35 ft max RV length, 98 ft elev, tables, grill, water, toilets, showers, dump, fish, (C)",25796,http://www.dec.ny.gov/outdoor/24452.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=567,,nf_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=25796
170705,Campground,Iroquois R V Park and Campground,57,270 Bear Swamp Rd,Peru,NY,12972-4901,518-643-9057,44.582519,-73.472308,"$$$$, 170 sites, May 1-Oct 1, All ages, Tents Only sites: 14, 60 ft max RV length, 168 ft elev, Accepts Big Rigs, 40 pull thrus, 170 full hookups, electric, 20/30/50 amp, 5 amp sites, tables, grill, water, toilets, showers, dump, laundry, firewood, internet, pet friendly, pool, playground, 100 Seasonals, (C)",25797,http://iroquoiscampground.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=257
170706,Campground,Broken Wheel Campground,57,61 Broken Wheel Road,Petersburg,NY,12138,518-658-2925,42.72542,-73.362579,"$$$, May-Oct, All ages, Tents, 40 ft max RV length, 765 ft elev, Accepts Big Rigs, electric only sites, 65 elec-water hookups, 20/30/50 amp, 1 amp sites, water, toilets, showers, dump, pet friendly, pool, (C)",25798,http://www.brokenwheelcampground.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=257
170707,Campground,Aqua Vista Valley Campgrounds,57,82 Armsby Rd,Petersburgh,NY,12138,518-658-3659,42.761271,-73.340803,"$$$, 97 sites, May-Oct, All ages, Tents, 70 ft max RV length, 615 ft elev, Accepts Big Rigs, 1 pull thrus, electric, 97 elec-water hookups, 20/30/50 amp, 1 amp sites, water, toilets, showers, dump, RV Storage, propane, laundry, firewood, internet, pet friendly, store, fish, (C)",25799,,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=25799
170708,Campground,Cheerful Valley Campgrounds,57,1412 State Rt 14,Phelps,NY,14532-9552,315-781-1222,42.966133,-76.977711,"$$$$, 130 sites, Apr 15-Oct 15, All ages, Tents sites: 60, 515 ft elev, 10 pull thrus, 37 full hookups, electric, 88 elec-water hookups, 20/30/50 amp, 2 amp sites, tables, grill, water, toilets, dump, Clubs-GSC, laundry, firewood, internet, pet friendly extra rules, pool, playground, 40 Seasonals, (C)",25800,http://cheerfulvalleycampground.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=25800
170709,Campground,Junius Ponds Cabins and Campgrounds,57,1475 W Townline Rd,Phelps,NY,14532,315-781-5120,42.9549,-76.96107,"$$$$$, 230 sites, May-Oct, All ages, Tents sites: 210, 515 ft elev, Accepts Big Rigs, 30 pull thrus, 205 full hookups, electric, 20 elec-water hookups, 20/30/50 amp, 155 amp sites, tables, grill, water, toilets, dump, Clubs-GSC, RV Storage, laundry, firewood, internet, pet friendly, pool, playground, Seasonals, (C)",25801,,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=25801
170710,Campground,Phoenicia Black Bear Campground and RV Park,57,17 Bridge Street,Phoenicia,NY,12464,845-688-7405,42.082697,-74.31235,"$$$, All Year, All ages, Tents, 804 ft elev, electric, elec-water hookups, tables, grill, water, toilets, showers, dump, firewood, pet friendly, (C)",25802,http://phoeniciablackbearcampground.com/,,,camp_rvt_pin,1,//www.allstays.com/Campgrounds-reviews/25802.php
170711,Campground,Romer Mountain Park,57,355 Woodland Valley Road,Phoenicia,NY,12464,845-688-7440,42.067598,-74.332981,"All ages, 967 ft elev, (C)",25803,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/25803.php
170712,Campground,Sleepy Hollow Campsite,57,5636 Route 28,Phoenicia,NY,12464,845-688-5471,42.068267,-74.305655,"$$$$, 99 sites, May-Columbus, All ages, Tents, 45 ft max RV length, 857 ft elev, Accepts Big Rigs, 7 pull thrus, electric, 20 elec-water hookups, 20/30/50 amp, 2 amp sites, tables, grill, water, toilets, showers, dump, firewood, internet, pet friendly extra rules, fish, hike, Mostly seasonal, about 15 overnight sites, (C)",25804,,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=25804
170713,Campground,Uncle Petes Camping,57,570 Old Route 28,Phoenicia,NY,12464,845-688-5000,42.058988,-74.29746,"$$$$, 41 sites, May-Sep, All Ages, Tents, 740 ft elev, electric, elec-water hookups, 30 amp, tables, grill, water, toilets, showers, dump, playground, fish, trail, hike, cabin (C)",37870,http://unclepetescampground.com/,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/37870.php
170714,Campground,Woodland Valley Campground Catskill SF,59,1319 Woodland Valley Road,Phoenicia,NY,12464,845-688-7647,42.033309,-74.369717,"$$, 72 sites, mid May, All ages, Tents, 30 ft max RV length, 1483 ft elev, tables, water, toilets, showers, dump, firewood, (C)",25805,http://www.dec.ny.gov/outdoor/24501.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=489,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25805
170716,Campground,Little Sand Point,59,G Lake Rd,Piseco,NY,12139,518-548-7585,43.417393,-74.551764,"$$, 78 sites, mid May-Sep 1, All ages, Tents sites: 15, 30 ft max RV length, 1685 ft elev, tables, grill, water, toilets, dump, firewood, fish, boat launch, (C)",25807,http://www.dec.ny.gov/outdoor/24479.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=668,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25807
170717,Campground,Point Comfort Adirondack Preserve,59,CR 24,Piseco,NY,12139,518-548-7586,43.399507,-74.581313,"$$, 76 sites, mid May, All ages, Tents, 30 ft max RV length, 1703 ft elev, tables, grill, toilets, fish, boat launch, (C)",25808,http://www.dec.ny.gov/outdoor/24489.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=721,,nf_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=25808
170718,Campground,Poplar Point Adirondack Preserve,59,CR 24,Piseco,NY,12139,518-548-8031,43.429652,-74.539986,"$$$, 21 sites, mid May, All ages, Tents, 20 ft max RV length, 1710 ft elev, tables, grill, water, toilets, showers, fish, boat launch, (C)",25809,http://www.dec.ny.gov/outdoor/24491.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=691,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25809
170719,Campground,Syracuse Campground,57,7620 Plainville Rd,Plainville,NY,13137,315-635-6405,43.15684,-76.44684,"28 sites, May-Oct, All ages, 497 ft elev, (C)",25810,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/25810.php
170720,Campground,KOA Holiday Newburgh,58,119 Freetown Highway,Plattekill,NY,12568,845-564-2836,41.637897,-74.100316,"$$$$$, 160 sites, late Mar-Oct 31, All ages, Tents Only sites: 9, 65 ft max RV length, 532 ft elev, Accepts Big Rigs, 20 pull thrus, 93 full hookups, electric, 44 elec-water hookups, 20/30/50 amp, 25 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, propane, laundry, firewood, internet, cable tv, pet friendly, pool, playground, (C)",25811,http://koa.com/campgrounds/newburgh/,http://koa.com/campgrounds/newburgh/reserve/,,koa_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=25811
170721,Campground,Cumberland Bay State Park,60,152 Cumberland Head Rd,Plattsburgh,NY,12901,518-563-5240,44.724951,-73.423029,"$$$, 149 sites, early May-early Oct, All ages, Tents, 40 ft max RV length, 98 ft elev, Accepts Big Rigs, 13 electric only sites, 20/30 amp, tables, grill, water, toilets, showers, dump, firewood, internet, pet friendly extra rules, playground, beach, store, fish, trail, hike, boat launch, 2 ADA sites, cabins (C)",25812,https://parks.ny.gov/parks/34/details.aspx,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=439,,sp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=25812
170722,Campground,Plattsburgh RV Park,57,Cumberland Head Cor St,Plattsburgh,NY,12901-6,518-563-3915,44.728991,-73.429059,"$$$$$, 162 sites, May 1-Oct 15, All ages, Tents Only sites: 4, 117 ft elev, 88 full hookups, electric, 70 elec-water hookups, 20/30/50 amp, 15 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, laundry, firewood, internet, pet friendly, pool, playground, Seasonals, (C)",25813,https://plattsburghrvpark.com/,https://plattsburghrvpark.com/,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=25813
170723,Campground,Shady Oaks RV Park,57,70 Moffitt Rd,Plattsburgh,NY,12901-5263,518-562-0561,44.737655,-73.442732,"$$$, 103 sites, May 1-Oct 15, RVs only, All ages, No tent, 45 ft max RV length, 157 ft elev, Accepts Big Rigs, 8 pull thrus, 103 full hookups, electric, 20/30/50 amp, 2 amp sites, tables, grill, water, toilets, showers, RV Storage, laundry, firewood, internet, cable tv, pet friendly extra rules, pool, playground, 60 Seasonals, (C)",25814,http://www.shadyoaksrvpark.com/,http://www.shadyoaksrvpark.com/,,camp_rv_pin,3,https://www.allstays.com/reviews2/review.php?LocID=25814
170724,Campground,West Canada Creek Campsites,57,12275 State Route 28,Poland,NY,13431,315-826-7390,43.230562,-75.075244,"$$$$, 81 sites, Apr 15-Oct 15, All ages, Tents Only sites: 13, 689 ft elev, 10 pull thrus, 50 full hookups, electric, 18 elec-water hookups, 20/30/50 amp, 12 amp sites, tables, grill, water, toilets, dump, Clubs-ESC, RV Storage, laundry, firewood, internet, cable tv, pet friendly, pool, playground, (C)",25815,http://www.westcanadacreekcampsites.com/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=25815
170725,Campground,Ontario Shores RV Park,57,348 Rainbow Shores Rd,Pulaski,NY,13142,315-298-4407,43.614715,-76.194656,"$$$$$, 200 sites, May 5 - Oct 15, RVs only, All ages, No tent, 40 ft max RV length, 249 ft elev, Accepts Big Rigs, pull thrus, full hookups, electric, 30/50 amp, 7 amp sites, tables, grill, water, toilets, showers, propane, laundry, firewood, pet friendly, pool, playground, fish, Mostly Seasonals, only 10 overnight sites, cabins (C)",25816,,,,camp_rv_pin,3,http://www.allstays.com/Campgrounds-reviews/25816.php
170726,Campground,Bulwagga Bay Campground and RV Park,57,4303 Main Street,Port Henry,NY,12974,518-546-7500,44.037231,-73.459647,"$$$, 175 sites, May, All ages, Tents Only sites: 7, 116 ft elev, 50 pull thrus, electric, 168 elec-water hookups, 20/30 amp, tables, grill, water, toilets, showers, dump, RV Storage, firewood, pet friendly, playground, 100 Seasonals, (C)",25817,,,,camp_rvt_pin,2,https://www.allstays.com/reviews2/review.php?LocID=258
170727,Campground,Port Henry Champ Beach Campground and RV Park,57,54 Dock Ln,Port Henry,NY,12974,518-546-9933,44.051277,-73.452448,"$$$, 118 sites, May-Oct, All ages, Tents sites: 115, no max RV length, 160 ft elev, Accepts Big Rigs, pull thrus, electric, 120 elec-water hookups, 20/30/50 amp, tables, grill, water, toilets, showers, dump, laundry, firewood, pet friendly, playground, beach, fish, (C)",25818,,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=258
170728,Campground,Port Kent Campsite,57,93 Rte 373,Port Kent,NY,12975,518-834-9011,44.521766,-73.408849,"$$$, 85 sites, May 15 - Oct 15, All ages, Tents, 50 ft max RV length, 223 ft elev, Accepts Big Rigs, pull thrus, 85 full hookups, electric, 5 elec-water hookups, 20/30 amp, tables, water, toilets, showers, laundry, internet, pet friendly, pool, playground, 70 Seasonals, (C)",25819,,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=258
170729,Campground,Four Winds Campground,57,7350 Tenefly Rd,Portageville,NY,14536,585-493-2794,42.54917,-78.0891,"$$$$, 154 sites, early May-Oct 6, All ages, Tents Only sites: 20, 1561 ft elev, Accepts Big Rigs, 10 pull thrus, 94 full hookups, electric, 28 elec-water hookups, 20/30/50 amp, 35 amp sites, tables, grill, water, toilets, dump, laundry, firewood, internet, pet friendly, playground, (C)",25820,http://www.abcamping.com/abfourwinds/,,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=258
170730,Campground,St Regis Campground,57,552 Old Market Road,Potsdam,NY,13676,315-590-2188,44.734959,-74.89497,"$$$, 30 sites, May-Oct, All ages, Tents, 30 ft max RV length, 341 ft elev, 20 full hookups, electric, 20/30/50 amp, tables, grill, water, toilets, showers, dump, pet friendly extra rules, fish, trail, hike, (C)",25821,,,,camp_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/25821.php
170731,Campground,Ideal Campground,57,115 Valley Farm Road,Pottersville,NY,12860,518-494-2096,43.72279,-73.81888,"$$$, 68 sites, mid May-Oct 15, All ages, Tents Only sites: 13, 801 ft elev, 56 pull thrus, 30 full hookups, electric, 25 elec-water hookups, 20/30 amp, tables, grill, water, dump, firewood, pet friendly, playground, (C)",25822,,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=258
170732,Campground,Scaroon Manor Adirondack Preserve,59,8728 State Route,Pottersville,NY,12860,518-494-2631,43.767456,-73.79178,"$$$, 60 sites, mid May, All ages, Tents, 40 ft max RV length, 856 ft elev, Accepts Big Rigs, tables, grill, water, toilets, showers, dump, fish, trail, hike, (C)",25823,http://www.dec.ny.gov/outdoor/72082.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=3386,,nf_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=25823
170734,Campground,Ward Pound Ridge Reservation,127,Route 35 and 121 South,Pound Ridge,NY,10576,914-864-7317,41.258724,-73.603342,"$$$, All Year, no RVs, All ages, Tents only camp, 358 ft elev, pet friendly extra rules, lean-to tent sites (C)",25825,http://parks.westchestergov.com/ward-pound-ridge-reservation,,,cp_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=258
170735,Campground,The Finger Lakes Campground,57,10378 Presler Rd,Prattsburgh,NY,14873,607-522-3270,42.503491,-77.268342,"60 sites, May-Oct, All ages, 1344 ft elev, (C)",25826,https://www.thefingerlakescampground.com/,https://www.thefingerlakescampground.com/,,camp_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=25826
170736,Campground,Bears Sleepy Hollow Park,57,7065 St Rt 3,Pulaski,NY,13142,315-298-5560,43.544146,-76.191828,"30 sites, Apr-Nov, All ages, 272 ft elev, 30 full hookups, electric, 15 elec-water hookups, (C)",25827,,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=258
170737,Campground,Brennan Beach RV Resort,57,80 Brennan Beach Rd,Pulaski,NY,13142,315-298-2242,43.585292,-76.198791,"$$$$$, 198 sites, May 1-Oct 15, All ages, Tents, 245 ft elev, Accepts Big Rigs, 150 pull thrus, 198 full hookups, electric, 30/50 amp, 100 amp sites, tables, grill, water, toilets, showers, Clubs-1000Trails(TC)-GSC, laundry, firewood, internet, cable tv, pet friendly, pool, playground, Seasonals, (C)",25828,https://rvonthego.com/new-york/brennan-beach-rv-resort/,https://rvonthego.com/new-york/brennan-beach-rv-resort/,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=25828
170738,Campground,Chedmardo Campsite,57,Patrick Dr,Pulaski,NY,13142,315-298-5739,43.5658,-76.15,"All ages, 331 ft elev, (C)",25829,,,,camp_rvt_pin,0,//www.allstays.com/Campgrounds-reviews/25829.php
170739,Campground,Selkirk Shores State Park,60,7101 State Route #3,Pulaski,NY,13142,315-298-5737,43.556174,-76.197596,"$$$, 148 sites, late May-late Oct, All ages, Tents sites: 148, 40 ft max RV length, 306 ft elev, Accepts Big Rigs, 84 electric only sites, 20/30 amp, tables, grill, water, toilets, showers, dump, firewood, pet friendly extra rules, playground, fish, trail, hike, 2 ADA sites, (C)",25830,https://parks.ny.gov/parks/84/details.aspx,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=82,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=25830
170740,Campground,Stoneys Pineville Campground,57,2904 Rt 13,Pulaski,NY,13142,315-298-2325,43.531474,-76.044824,"All Year, All ages, 548 ft elev, electric only sites, laundry, store, (C)",25831,http://www.salmonriver.net/,,,camp_rvt_pin,3,//www.allstays.com/Campgrounds-reviews/25831.php
170741,Campground,Streamside RV Park and Golf Course,57,800 County Route 28,Pulaski,NY,13142,315-298-6887,43.507974,-76.111307,"$$$, 60 sites, Self-Contained Units-RVs Only, All ages, No tent, 415 ft elev, 60 full hookups, electric, 20/30/50 amp, 50 amp sites, tables, water, dump, laundry, pet friendly, Seasonals, (C)",25832,http://streamsidecg.com/,,,camp_rv_pin,4,https://www.allstays.com/reviews2/review.php?LocID=258
170742,Campground,Whip-O-Will Campsite,57,3835 County Road 31,Purling,NY,12470,518-622-3277,42.285247,-74.048456,"$$$, 236 sites, Apr 15-Oct 15, All ages, Tents Only sites: 31, 32 ft max RV length, 743 ft elev, Heater Not Allowed, 25 pull thrus, 95 full hookups, electric, 110 elec-water hookups, 20/30/50 amp, 75 amp sites, tables, grill, water, toilets, showers, dump, RV Storage, LP bottle exchange, laundry, firewood, pet friendly, pool, playground, store, Seasonals, (C)",25833,http://whip-o-will.com/,,,camp_rvt_pin,1,https://www.allstays.com/reviews2/review.php?LocID=258
170743,Campground,Lake George Campsites Morgan RV Resorts,57,1053 State Route 9,Queensbury,NY,12804,518-798-6218,43.34411,-73.68561,"$$$$, 245 sites, May-Oct 15, All ages, Tents Only sites: 22, 467 ft elev, 45 pull thrus, 57 full hookups, electric, 160 elec-water hookups, 20/30 amp, tables, grill, water, toilets, showers, dump, Clubs-AOR-PA-AM, RV Storage, laundry, firewood, pet friendly, pool, playground, store, (C)",25834,http://www.lgcamp.com/,,,camp_rvt_pin,3,https://www.allstays.com/reviews2/review.php?LocID=258
170744,Campground,JJs Pope Haven Camp Ground,57,11948 Pope Rd,Randolph,NY,14772,716-358-4900,42.20744,-78.99714,"$$$, 152 sites, May-Oct, All ages, Tents Only sites: 1, 1347 ft elev, 10 pull thrus, electric, 146 elec-water hookups, 20/30/50 amp, 7 amp sites, tables, grill, water, toilets, showers, dump, Clubs-AOR-GSC-PA-AM, laundry, firewood, internet, pet friendly, pool, playground, (C)",25835,,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=258
170745,Campground,Niagara Woodland Campground,57,3435 New Rd,Ransomville,NY,14131-9622,716-791-3101,43.242338,-78.858253,"$$$$, 168 sites, early May, All ages, Tents Only sites: 5, 344 ft elev, 119 full hookups, 4 electric only sites, 44 elec-water hookups, 15/30/50 amp, 5 amp sites, tables, grill, water, toilets, dump, RV Storage, laundry, firewood, internet, pet friendly extra rules, pool, playground, 40 Seasonals, (C)",25836,https://niagarawoodlandcamp.com/,https://niagarawoodlandcamp.com/,,camp_rvt_pin,2,https://www.allstays.com/reviews2/review.php?LocID=25836
170746,Campground,Brown Tract Pond Adirondack Preserve,59,Uncas Rd,Raquette Lake,NY,13436,315-354-4412,43.810509,-74.694953,"$$, 90 sites, mid May, All ages, Tents, 30 ft max RV length, 1785 ft elev, tables, grill, toilets, dump, fish, (C)",25837,http://www.dec.ny.gov/outdoor/24456.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=625,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25837
170747,Campground,Golden Beach Adirondack Preserve,59,Route 28,Raquette Lake,NY,13436,315-354-4230,43.816703,-74.591827,"$$, 205 sites, mid May-Sep, All ages, Tents, 30 ft max RV length, 1801 ft elev, tables, grill, water, toilets, showers, dump, fish, boat launch, (C)",25838,http://www.dec.ny.gov/outdoor/24468.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=642,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25838
170748,Campground,Tioga Point Adirondack Preserve,59,Route 28,Raquette Lake,NY,13436,315-354-4101,43.844447,-74.632416,"$$, 10 sites, mid May, No RVs, All ages, Tents Only Camp, 0 ft max RV length, 1805 ft elev, tables, grill, toilets, fish, Boat-in only, (C)",25839,http://www.dec.ny.gov/outdoor/24499.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=692,,nf_boat_tent_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25839
170749,Campground,Meadowbrook Adirondack Preserve,59,1174 NYS Route 86,Ray Brook,NY,12977,518-891-4351,44.29883,-74.076543,"$$, 62 sites, mid May, All ages, Tents, 30 ft max RV length, 1588 ft elev, tables, grill, water, toilets, showers, dump, (C)",25840,http://www.dec.ny.gov/outdoor/24482.html,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=618,,nf_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=25840
170750,Campground,Paradise Park Campground,57,,Reading Center,NY,10990,607-535-6600,42.433155,-76.952612,"$$$, 198 sites, May 1-Oct 15, All ages, Tents sites: 80, 1482 ft elev, 25 pull thrus, electric, 198 elec-water hookups, 30 amp, tables, grill, water, dump, RV Storage, laundry, firewood, internet, pet friendly, pool, playground, Seasonals, (C)",25841,,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=258
170751,Campground,Holiday Harbor Resort,57,9415 Blind Sodus Bay Rd,Red Creek,NY,13064,315-947-5244,43.336202,-76.735675,"$$$, 71 sites, Apr-Oct, All ages, 254 ft elev, 80 full hookups, electric, 20 elec-water hookups, 7 amp sites, tables, grill, water, toilets, showers, LP bottle exchange, 80 Seasonals, (C)",25842,http://www.lakeontario.net/holidayharbor/,,,camp_rvt_pin,0,https://www.allstays.com/reviews2/review.php?LocID=258
170752,Campground,Kring Point State Park,60,25950 Kring Point Rd,Redwood,NY,13679,315-482-2444,44.379279,-75.854912,"$$$$, 99 sites, early May-early Oct, All ages, Tents, 50 ft max RV length, 246 ft elev, Accepts Big Rigs, 20 pull thrus, 21 electric only sites, 20/30 amp, tables, water, toilets, showers, dump, playground, fish, trail, hike, boat launch, 2 ADA sites, (C)",25843,https://parks.ny.gov/parks/14/details.aspx,http://newyorkstateparks.reserveamerica.com/campsiteCalendar.do?contractCode=NY&parkId=459,,sp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=25843
170753,Campground,Interlake RV Park and Sales,57,428 Lake Dr,Rhinebeck,NY,12572,845-266-5387,41.904417,-73.813387,"$$$$$, 159 sites, Apr 15-Oct 15, All ages, Tents Only sites: 6, 60 ft max RV length, 457 ft elev, Accepts Big Rigs, 5 pull thrus, 41 full hookups, electric, 112 elec-water hookups, 20/30/50 amp, 19 amp sites, tables, grill, water, toilets, showers, dump, Clubs-GSC, laundry, firewood, internet, cable tv, pet friendly, pool, playground, 100 Seasonals, (C)",25844,http://www.interlakervpark.com/,,,camp_rvt_pin,4,https://www.allstays.com/reviews2/review.php?LocID=258
170754,Campground,KOA Journey Cooperstown,58,565 Ostrander Rd,Richfield Springs,NY,13439,315-858-0236,42.853002,-74.890893,"$$$$$, 110 sites, early May-early Oct, All ages, Tents Only sites: 20, 100 ft max RV length, 1499 ft elev, Accepts Big Rigs, 61 pull thrus, full hookups, electric, elec-water hookups, 20/30/50 amp, tables, grill, water, toilets, showers, dump, propane, laundry, firewood, internet, pet friendly extra rules, pool, playground, store, trail, hike, cabins (C)",25845,http://koa.com/campgrounds/cooperstown/,http://koa.com/campgrounds/cooperstown/reserve/,,koa_rvt_pin,5,https://www.allstays.com/reviews2/review.php?LocID=25845
170755,Campground,Indian Island County Park,127,Indian Point Road,Riverhead,NY,11901,631-852-3232,40.927521,-72.632593,"$$$, 150 sites, mid Sep-mid Apr Nov-Mar self-contained units only, All ages, Tents, 16 ft elev, tables, grill, water, toilets, showers, dump, playground, (C)",25846,http://www.suffolkcountyny.gov/Departments/Parks/OurParks/IndianIslandCountyPark.aspx,,,cp_rvt_pin,4,http://www.allstays.com/Campgrounds-reviews/25846.php
